Id,bldg_sf,total_baths,good_ament_ct,btm_5_nbrhd,newHome,neg_ovrll_cond,adj_ovr_qual,adj_lot_area,bad_ament_ct,abnormal_sale,outside_sf,two_plus_cr_garg,sgl_famly_hm,top_3_nbrhd,homeage,remodelage,lotfrontage,garagecars,bedroomsabvgr,saleprice,log_saleprice
240,2222,1.5,1,1,0,1,3,7803,1,0,140,0,0,0,65,60,52.0,1,3,113000,11.635143097694478
241,3132,3.0,3,0,1,0,5,7122,1,0,312,1,0,0,2,2,75.0,2,3,262500,12.478006361013815
242,1552,1.0,1,1,0,0,2,2914,1,0,100,0,0,0,62,10,40.0,0,2,110500,11.612770799939945
243,1980,1.0,0,1,0,1,2,4034,3,0,77,0,0,0,106,56,63.0,1,3,79000,11.27720313144916
244,1843,1.5,1,0,0,0,3,10108,0,0,28,0,1,0,29,29,75.0,1,3,120000,11.695247021764184
245,3058,3.5,3,0,0,0,4,7528,0,0,130,1,0,0,16,8,0.0,2,3,205000,12.230765258120545
246,3717,2.5,2,0,0,0,4,8292,0,0,236,1,0,0,18,18,80.0,2,3,241500,12.394624752074764
247,2948,2.0,0,1,0,0,3,8062,3,0,172,0,1,0,96,56,69.0,1,4,137000,11.827736204810263
248,2742,1.0,2,0,0,0,3,9905,0,0,30,1,0,0,52,52,75.0,2,2,140000,11.84939770159144
249,2508,2.5,2,0,1,0,4,10265,1,0,212,1,0,0,4,4,72.0,2,3,180000,12.100712129872347
250,3588,2.5,2,0,0,0,3,157458,0,0,98,1,0,0,49,1,0.0,2,4,277000,12.531772785169476
251,2034,1.0,1,0,0,1,0,3781,1,0,263,0,0,0,70,44,55.0,0,3,76500,11.245046019814627
252,3198,3.5,4,0,1,0,5,2849,0,0,276,1,1,0,1,0,44.0,2,2,235000,12.367340793126296
253,2438,2.5,2,0,1,0,3,7385,1,0,183,1,0,0,4,4,65.0,2,3,173000,12.061046873479915
254,2604,2.5,2,0,0,0,3,7715,1,0,333,0,0,0,43,16,85.0,1,3,158000,11.970350312009105
255,2628,2.0,0,0,0,0,2,6836,1,0,250,0,0,0,53,53,70.0,1,3,145000,11.884489021402711
256,3266,2.5,3,0,0,0,4,7541,0,0,192,1,0,0,7,7,66.0,2,4,230000,12.345834587905333
257,2592,2.5,2,0,0,0,3,7655,1,0,272,1,0,0,5,5,64.0,2,3,207500,12.24288661865289
258,3208,3.5,4,0,1,0,4,6977,0,1,233,1,0,0,3,3,68.0,2,3,220000,12.301382825334498
259,2755,2.5,4,0,0,0,4,11131,0,0,341,1,0,0,7,7,80.0,2,3,231500,12.352335152508426
260,882,1.0,0,1,0,0,2,11775,2,0,45,0,0,0,52,52,70.0,1,2,97000,11.48246625748552
261,2744,2.0,1,0,0,0,3,17662,0,0,252,1,0,0,47,47,120.0,2,3,176000,12.078239274020289
262,4056,2.5,4,0,1,0,5,7958,0,0,148,1,0,0,0,0,69.0,3,3,276000,12.528156144699286
263,1718,2.0,1,0,0,0,3,6955,0,0,304,1,0,0,29,11,88.0,2,3,151000,11.925035115797062
264,1852,2.0,0,1,0,0,2,4574,1,0,0,1,0,0,81,9,50.0,2,3,130000,11.77528972943772
265,1444,1.0,0,1,0,0,2,4468,3,0,0,1,0,0,83,4,30.0,2,2,73000,11.198214720130528
266,2844,2.0,3,0,0,0,3,10392,0,0,276,1,0,0,27,27,78.0,2,3,175500,12.075394321888057
267,2313,3.5,2,0,0,0,3,10235,0,0,170,1,0,0,9,9,70.0,2,3,185000,12.128111104060462
268,2492,2.5,3,0,0,0,2,7062,0,0,286,0,0,0,69,11,60.0,1,4,179500,12.097930486910471
269,1518,1.0,2,1,0,0,2,6097,0,0,25,0,0,0,68,53,71.0,1,2,120500,11.699405031912846
270,2256,2.5,0,1,0,0,3,6404,0,0,400,0,0,0,31,31,0.0,1,3,148000,11.904967552746252
271,3034,2.5,2,0,1,0,5,9390,0,0,243,1,0,0,0,0,84.0,3,3,266000,12.491251587763836
272,2748,2.0,3,0,0,0,4,37660,0,0,81,1,0,0,54,3,73.0,2,2,241500,12.394624752074764
273,3422,2.5,4,0,0,0,5,10411,0,0,189,1,0,1,11,3,92.0,3,4,290000,12.577636201962656
274,2872,3.0,1,0,0,0,3,7679,0,0,289,0,0,0,51,21,80.0,1,3,139000,11.842229212112828
275,1632,1.0,0,0,0,0,2,7330,1,0,168,0,0,0,25,25,76.0,1,2,124500,11.732060994886899
276,2500,2.5,1,0,0,0,4,6094,2,0,218,1,0,0,84,2,55.0,2,3,205000,12.230765258120545
277,3120,2.0,3,0,0,0,4,7386,1,0,250,1,0,0,7,7,129.0,2,3,201000,12.211060187041213
278,1728,1.0,1,0,0,0,1,18274,1,0,0,1,0,0,59,59,140.0,2,2,141000,11.856515169360305
279,4242,2.5,4,0,1,0,6,11965,0,0,364,1,0,1,1,0,107.0,3,3,415298,12.936751613811438
280,3182,2.5,2,0,0,0,4,8444,0,0,405,1,0,0,31,31,83.0,2,4,192000,12.165250651009918
281,2789,2.5,3,0,0,0,4,9832,0,0,280,1,0,0,18,18,82.0,2,3,228500,12.339291489316397
282,2524,2.0,2,0,1,0,3,5818,1,0,120,1,0,0,0,0,60.0,2,2,185000,12.128111104060462
283,2628,3.0,4,0,1,0,4,3515,0,0,234,1,1,1,2,1,34.0,2,2,207500,12.24288661865289
284,2936,2.0,3,0,1,0,5,7784,0,0,360,1,0,0,1,0,74.0,3,3,244600,12.407379502235209
285,3150,3.0,2,0,0,0,3,6385,1,0,52,1,1,0,15,15,50.0,2,2,179200,12.096257779522967
286,1875,2.5,2,0,1,0,4,3572,1,0,54,1,1,0,1,0,35.0,2,2,164700,12.011880916165731
287,2646,1.5,2,0,0,0,3,8573,0,0,128,1,0,0,44,25,77.0,2,3,159000,11.976659481202368
288,1716,1.0,0,0,0,1,1,7267,1,0,0,0,0,0,35,35,0.0,0,3,88000,11.385092093460344
289,1782,1.0,0,0,0,0,2,8919,1,0,0,0,0,0,43,43,0.0,1,3,122000,11.711776323715394
290,2094,1.0,1,0,0,0,3,7773,2,0,259,0,0,0,92,4,60.0,1,3,153575,11.941944326032129
291,2998,2.5,3,0,1,0,5,14481,0,0,51,1,0,0,0,0,120.0,2,3,233230,12.359780370124389
292,2496,3.0,1,0,0,0,2,4567,2,0,184,0,1,0,96,8,55.0,0,6,135900,11.819674600139235
293,2484,1.5,1,1,0,1,2,10101,0,0,160,0,0,0,60,1,60.0,1,3,131000,11.782952602183288
294,3058,3.5,2,0,0,0,4,14941,0,0,250,1,0,0,29,12,0.0,2,3,235000,12.367340793126296
295,3060,2.0,2,0,0,0,3,7846,0,0,110,1,0,0,56,56,80.0,2,3,167000,12.025749091398891
296,2006,2.0,1,0,0,0,3,6814,1,0,120,1,0,0,22,22,37.0,2,3,142500,11.867097278690842
297,2468,1.5,0,1,0,0,2,12511,2,0,289,0,0,0,57,57,75.0,1,4,152000,11.931635799828413
298,2925,2.5,3,0,0,0,4,6216,0,0,208,1,0,0,10,9,66.0,2,3,239000,12.384218830913648
299,2445,2.5,1,0,0,0,3,10435,0,0,224,1,0,0,39,39,90.0,2,3,175000,12.072541252905651
300,2244,1.5,3,0,0,0,3,12812,0,0,36,0,0,0,59,5,80.0,1,3,158500,11.973509872299472
301,2501,2.0,1,0,0,0,2,14414,0,0,0,0,1,0,53,53,90.0,1,2,157000,11.964001084330445
302,3480,2.5,4,0,0,0,5,14758,0,0,258,1,0,0,9,8,66.0,2,4,267000,12.495003937382387
303,3082,2.0,3,0,0,0,4,11614,0,0,549,1,0,0,5,4,118.0,3,3,205000,12.230765258120545
304,1788,2.0,0,0,0,0,2,8650,1,1,256,1,0,0,34,34,70.0,2,3,149900,11.917723684090689
305,4963,3.0,3,1,0,0,4,16409,0,0,302,1,0,0,128,6,87.0,3,3,295000,12.594730635321957
306,4000,3.0,3,0,1,0,5,8218,1,0,168,1,0,0,3,2,80.0,3,3,305900,12.631013530138995
307,2943,3.5,2,0,0,0,4,11957,0,0,395,1,0,0,17,16,116.0,3,4,225000,12.323855681186558
308,1725,1.0,0,1,0,0,3,6741,2,0,144,0,0,0,88,58,0.0,0,3,89500,11.401993904262946
309,1722,1.0,1,1,0,0,1,11323,1,0,158,1,0,0,69,59,0.0,2,1,82500,11.320553572322773
310,3840,3.0,5,0,1,0,6,10051,0,0,383,1,0,1,3,2,90.0,3,3,360000,12.793859310432293
311,2198,2.5,2,0,0,0,3,6735,0,0,253,1,0,0,13,12,0.0,2,3,165600,12.017330520933296
312,1944,2.0,2,0,0,0,3,7028,0,0,0,0,0,0,61,7,50.0,1,2,132000,11.790557201568507
313,1911,2.0,1,1,0,0,2,6736,0,0,271,1,1,0,67,56,65.0,2,3,119900,11.694413341015606
314,4172,4.0,1,0,0,0,4,213209,0,0,0,1,0,0,44,44,150.0,2,3,375000,12.834681304952548
315,2369,2.0,3,1,0,0,4,8534,0,0,234,1,0,0,81,16,60.0,2,3,178000,12.089538829274222
316,2148,3.5,4,0,0,0,4,6928,0,0,151,1,0,0,5,4,71.0,2,3,188500,12.146853285870202
317,3198,3.5,3,0,0,0,4,11369,0,0,483,1,0,0,29,29,94.0,2,4,260000,12.468436909997665
318,3047,2.5,3,0,1,0,5,7658,0,0,254,1,0,0,1,1,75.0,3,3,270000,12.506177237980511
319,3993,3.5,4,0,0,0,4,7984,0,0,544,1,0,1,16,16,90.0,3,4,260000,12.468436909997665
320,2844,3.0,2,0,0,0,4,12362,0,0,281,1,0,0,29,29,0.0,2,3,187500,12.141534124392603
321,3845,3.5,3,0,1,0,6,14616,1,0,394,1,0,1,0,0,111.0,3,4,342643,12.7444443677961
322,3604,3.5,5,0,1,0,5,10625,0,0,338,1,0,1,3,3,99.0,3,4,354000,12.777052192115912
323,4232,3.5,3,0,0,0,4,8530,0,0,297,1,0,0,21,20,86.0,2,4,301000,12.614865543731012
324,2325,2.0,1,1,0,0,0,4417,1,0,240,0,0,0,51,1,49.0,1,3,126175,11.745425111208464
325,3688,2.5,3,0,0,0,4,9137,0,0,240,1,0,0,43,3,96.0,2,5,242000,12.396693005138824
326,1523,1.0,0,1,0,0,2,3953,3,0,244,1,0,0,66,57,50.0,2,2,87000,11.37366339763672
327,3438,3.5,4,0,0,0,5,8975,0,0,152,1,1,0,15,15,32.0,2,1,324000,12.688498794774466
328,2766,1.5,0,0,0,0,3,10172,1,0,45,0,0,0,46,46,80.0,1,3,145250,11.886211674714158
329,2978,2.0,1,0,0,0,3,10115,3,0,328,1,0,0,93,15,0.0,2,5,214500,12.27606501735021
330,1788,1.0,0,1,0,0,2,5669,2,0,137,0,0,0,89,59,60.0,1,3,78000,11.26446410567173
331,3456,2.5,1,0,0,1,2,8741,1,0,155,0,1,0,43,43,0.0,1,6,119000,11.686878772093667
332,2112,2.0,0,0,0,0,2,7120,1,0,0,0,0,0,49,15,70.0,1,3,139000,11.842229212112828
333,4835,3.0,4,0,0,0,5,9026,0,0,0,1,0,1,6,5,85.0,3,3,284000,12.556729517143344
334,2716,3.0,4,0,1,0,4,6618,0,0,222,1,1,1,4,4,59.0,2,2,207000,12.240474072247506
335,2581,3.5,2,0,0,0,3,7961,0,0,138,1,0,0,10,10,59.0,2,3,192000,12.165250651009918
336,3285,4.0,2,0,0,0,2,162371,0,0,670,1,1,0,43,43,0.0,2,3,228950,12.341258918085241
337,3844,3.0,5,0,1,0,6,12006,0,0,229,1,0,1,2,1,86.0,3,3,377426,12.841129801965447
338,3072,3.0,3,0,0,0,4,7333,1,0,266,1,0,0,6,5,70.0,2,3,214000,12.273731294003989
339,2829,3.0,2,0,0,0,4,12371,1,0,153,1,0,0,22,8,91.0,2,3,202500,12.218495165528731
340,2430,1.0,0,0,0,0,3,10951,2,0,234,0,0,0,51,11,66.0,1,3,155000,11.951180395901384
341,2875,2.5,2,0,0,0,5,13063,1,0,135,1,0,0,8,8,85.0,2,4,202900,12.220468525813907
342,1562,1.0,0,0,0,1,1,7285,1,0,274,0,0,0,59,59,60.0,1,2,82000,11.314474526246391
343,1040,2.0,0,0,0,1,0,7504,3,0,0,1,1,0,57,56,0.0,2,2,87500,11.379394072345706
344,3368,2.0,5,0,1,0,6,6598,0,0,567,1,1,1,3,3,63.0,2,2,266000,12.491251587763836
345,1648,1.5,0,1,0,1,2,1874,1,0,182,0,1,0,34,34,36.0,1,3,85000,11.350406535472453
346,2549,1.0,1,0,0,0,3,5463,0,0,0,0,0,0,67,56,65.0,1,3,140200,11.850825253582627
347,1916,1.0,0,0,0,0,3,11814,1,0,0,0,0,0,47,9,0.0,1,2,151500,11.928340903931561
348,2956,3.0,2,0,0,0,3,16082,1,0,40,1,0,0,49,49,0.0,2,3,157500,11.967180737247824
349,2390,3.5,3,0,0,0,4,1657,1,0,27,1,1,1,5,4,36.0,2,2,154000,11.944707881395766
350,4576,3.5,5,0,1,0,6,18583,0,0,0,1,0,1,1,0,56.0,3,4,437154,12.988040814744458
351,3738,2.0,4,0,1,0,6,5687,0,0,264,1,1,1,0,0,68.0,2,2,318061,12.669998467265833
352,2906,2.5,3,0,0,0,4,3554,0,1,264,1,0,0,20,20,0.0,2,2,190000,12.154779351142624
353,1727,1.5,0,1,0,0,2,8420,2,0,48,0,0,0,67,58,60.0,1,3,95000,11.461632170582678
354,1344,1.0,0,1,0,0,3,7694,1,0,106,1,0,0,82,7,60.0,2,2,105900,11.570250531589497
355,2535,1.0,2,0,0,0,3,7100,0,0,108,0,0,0,66,6,60.0,1,2,140000,11.84939770159144
356,2400,3.0,2,0,0,0,3,10023,1,0,26,1,0,0,12,12,105.0,2,3,177500,12.086725887897607
357,2325,3.0,2,0,0,0,3,7935,1,0,146,1,0,0,17,17,0.0,2,3,173000,12.061046873479915
358,2284,2.5,0,1,0,0,2,2456,0,0,626,1,1,0,31,31,44.0,2,3,134000,11.805595078933049
359,2414,1.5,2,0,0,1,2,5116,2,1,462,0,0,0,48,48,92.0,1,3,130000,11.77528972943772
360,3010,3.5,4,0,0,0,5,10268,0,0,657,1,0,1,8,8,78.0,2,3,280000,12.542544882151386
361,1800,2.0,3,0,0,0,3,6436,0,0,192,1,0,0,29,29,0.0,2,2,156000,11.957611286231675
362,2388,2.0,0,0,0,0,2,8156,1,0,0,0,0,0,68,26,0.0,1,3,145000,11.884489021402711
363,1922,3.0,3,1,0,0,4,6629,0,0,177,1,0,0,6,6,64.0,2,4,198500,12.198544379109382
364,1470,1.5,1,1,0,0,3,947,1,0,250,0,1,0,37,2,21.0,1,2,118000,11.678439903447801
365,2370,3.5,2,0,0,0,3,17593,0,0,417,1,0,0,30,30,0.0,2,3,190000,12.154779351142624
366,2016,1.0,0,1,0,0,2,9672,2,0,346,0,0,0,89,12,59.0,1,3,147000,11.898187865760873
367,2788,2.5,1,0,0,0,3,7845,0,0,261,1,0,0,46,46,0.0,2,3,159000,11.976659481202368
368,2530,1.5,2,0,0,0,3,7545,0,0,174,0,0,0,46,46,101.0,1,3,165000,12.013700752882718
369,2536,1.0,1,0,0,0,2,6434,0,0,98,0,0,0,56,56,78.0,1,2,132000,11.790557201568507
370,2350,2.0,3,0,0,0,2,7980,0,0,563,1,0,0,51,4,0.0,2,3,162000,11.99535161421452
371,2617,2.5,2,0,0,0,3,7028,0,0,140,1,0,0,6,6,0.0,2,3,172400,12.05757263721173
372,1588,2.0,1,0,0,1,1,15941,0,0,59,1,0,0,49,49,80.0,2,4,134432,11.808813773969108
373,1496,2.0,0,0,0,0,3,5980,1,0,443,0,1,0,26,26,50.0,1,2,125000,11.736069016284437
374,1927,2.0,0,0,0,0,2,9249,1,0,66,0,0,0,56,56,79.0,1,3,123000,11.719939634354555
375,2775,2.5,3,0,1,0,4,7205,0,0,148,1,0,0,4,3,65.0,2,4,219500,12.299107511497363
376,1587,1.5,0,1,0,1,0,9116,3,0,0,0,0,0,87,59,0.0,0,1,61000,11.018629143155449
377,1784,1.0,2,0,0,0,2,7932,1,0,0,1,0,0,10,10,57.0,2,2,148000,11.904967552746252
378,4046,3.0,3,0,1,0,5,9190,0,0,373,1,0,0,3,2,102.0,2,4,340000,12.736700896592344
379,3712,2.5,5,0,1,1,6,9425,0,0,113,1,0,1,0,0,88.0,3,1,394432,12.885202034321916
380,2782,2.5,2,0,0,0,3,6953,0,0,163,1,0,0,9,9,60.0,2,3,179000,12.095141084822892
381,2717,2.0,2,0,0,0,2,3732,0,0,242,0,0,0,86,60,50.0,1,3,127000,11.751942365440728
382,2594,3.0,3,0,1,0,4,5562,0,0,337,1,0,0,0,0,60.0,2,2,187750,12.142866569626381
383,2736,2.5,2,0,1,0,4,8109,1,0,197,1,0,0,1,1,79.0,2,3,213500,12.271392111650817
384,1568,1.0,0,0,0,1,3,8125,3,0,91,1,0,0,81,59,60.0,2,2,76000,11.238488619268468
385,3533,3.5,3,0,0,0,3,51581,0,0,447,1,0,0,15,15,0.0,2,3,240000,12.388394202324129
386,2525,2.0,4,0,0,0,5,1603,0,0,310,1,1,0,6,5,43.0,2,2,192000,12.165250651009918
387,1842,1.0,0,1,0,1,2,7601,1,0,151,0,0,0,96,10,58.0,0,5,81000,11.302204433654575
388,2166,2.0,1,1,0,0,3,5779,0,1,296,0,0,0,33,33,72.0,1,3,125000,11.736069016284437
389,2947,2.0,2,0,0,0,4,7758,1,0,145,1,0,0,9,8,93.0,2,3,191000,12.160028707028767
390,4014,3.5,5,0,1,0,7,10402,0,0,330,1,0,1,1,0,96.0,3,3,426000,12.962194625251508
391,2228,2.0,1,1,0,0,2,7202,1,0,242,0,0,0,108,58,50.0,1,4,119000,11.686878772093667
392,2765,3.5,4,0,0,0,3,11088,0,0,317,1,0,0,8,7,71.0,2,3,215000,12.2783933071098
393,882,1.0,0,0,0,0,2,7457,1,0,0,0,0,0,48,48,0.0,1,3,106500,11.575900264131617
394,1576,1.0,1,0,0,0,1,6658,1,1,0,0,0,0,65,56,0.0,0,2,100000,11.512925464970229
395,1769,1.0,0,1,0,0,2,9360,2,0,39,0,0,0,67,57,60.0,1,2,109000,11.59910316121128
396,2288,2.0,0,1,0,0,2,8383,1,0,44,0,0,0,54,54,68.0,1,3,129000,11.76756768334381
397,1788,1.0,0,0,0,0,2,6091,1,0,215,1,0,0,37,37,60.0,2,2,123000,11.719939634354555
398,2676,2.0,1,0,0,0,2,6546,0,0,168,0,0,0,45,45,69.0,1,4,169500,12.040608205802641
399,2038,1.0,0,1,0,1,2,7890,2,1,0,0,0,0,87,57,60.0,1,2,67000,11.112447898373103
400,2642,3.0,3,0,1,0,4,6845,1,0,168,1,0,0,3,2,65.0,2,2,241000,12.392552212472792
401,2548,2.5,4,0,0,0,5,13301,0,0,374,1,1,0,12,12,38.0,2,1,245500,12.411052226216713
402,2620,2.0,4,0,1,0,4,7457,0,0,0,1,0,0,1,1,65.0,2,3,164990,12.01364014498549
403,1344,1.0,1,0,0,0,2,9360,1,0,168,0,0,0,68,11,60.0,1,2,108000,11.589886506106357
404,3404,2.5,2,0,0,0,5,10658,0,1,267,1,0,1,8,8,93.0,2,4,258000,12.460714863903755
405,2378,2.5,1,0,0,0,3,9518,0,0,40,1,0,0,12,11,0.0,2,3,168000,12.031719258385396
406,2901,3.0,2,0,0,1,1,8173,0,0,198,1,0,0,33,16,0.0,2,3,150000,11.918390573078392
407,2230,1.0,1,0,0,0,3,9314,2,0,0,0,0,0,72,58,51.0,1,3,115000,11.652687407345388
408,2520,2.0,1,0,0,0,3,14576,1,0,160,0,0,0,93,32,63.0,1,4,177000,12.083905011555967
409,3235,2.5,4,0,1,0,4,12829,0,0,254,1,0,1,1,1,109.0,3,3,280000,12.542544882151386
410,3112,3.5,5,0,1,0,5,9648,0,0,102,1,0,0,1,0,85.0,3,3,339750,12.73596533201339
411,2552,1.0,0,1,0,1,2,8295,2,1,0,0,0,0,51,51,68.0,1,3,60000,11.002099841204238
412,2112,2.0,0,0,0,0,2,33330,2,0,264,1,1,0,51,51,100.0,2,3,145000,11.884489021402711
413,2948,3.5,5,0,1,0,4,2781,0,0,144,1,0,0,1,1,0.0,2,2,222000,12.310432660854417
414,2036,1.0,1,1,0,0,2,7802,1,0,130,1,0,0,83,60,56.0,2,2,115000,11.652687407345388
415,3177,3.0,4,0,0,0,4,9765,0,0,383,1,0,0,15,15,59.0,3,3,228000,12.337100907936577
416,2680,2.0,3,0,1,0,4,7429,1,0,130,1,0,0,0,0,73.0,2,3,181134,12.106992367829498
417,2072,1.5,1,0,0,0,3,7172,0,0,0,1,0,0,28,28,74.0,2,3,149500,11.915051671812877
418,3994,3.5,1,0,0,0,3,21050,2,0,0,1,0,0,89,57,86.0,3,4,239000,12.384218830913648
419,1890,2.5,0,1,0,0,2,7404,3,0,0,0,0,0,67,57,60.0,1,3,126000,11.744037185933616
420,2112,2.0,1,0,0,0,2,7125,0,0,269,0,0,0,42,42,65.0,1,3,142000,11.863582336583399
421,2688,4.0,2,0,0,0,4,5716,1,0,0,1,1,0,11,10,78.0,4,2,206300,12.237086699059343
422,3204,2.5,2,0,0,0,3,14793,0,0,240,1,0,0,32,9,0.0,2,3,215000,12.2783933071098
423,1976,1.0,1,0,0,0,2,20762,2,0,0,1,0,0,54,54,100.0,2,2,113000,11.635143097694478
424,4100,3.5,3,0,0,0,5,7664,0,0,66,1,0,1,10,10,80.0,3,4,315000,12.66032791780777
425,2392,2.0,1,0,0,0,3,7760,1,0,44,0,0,0,52,52,72.0,1,2,139000,11.842229212112828
426,2040,1.5,1,1,0,0,4,2545,0,0,126,0,0,0,63,17,60.0,1,3,135000,11.813030057420567
427,3162,3.5,3,0,0,0,4,10680,0,0,476,1,0,0,20,20,0.0,2,2,275000,12.524526376648708
428,1814,1.0,1,0,0,0,1,7686,1,0,0,0,0,0,51,51,77.0,1,3,109008,11.59917655301345
429,2416,3.0,3,0,1,0,4,5395,1,0,159,1,0,0,0,0,64.0,2,2,195400,12.182804018590819
430,2804,3.0,3,0,0,0,3,9876,0,0,169,1,0,0,21,21,130.0,2,3,175000,12.072541252905651
431,1470,1.5,0,1,0,0,3,1197,1,1,0,0,1,0,37,37,21.0,1,2,85400,11.355101379776661
432,2099,1.0,0,1,0,0,3,4400,1,1,98,0,0,0,88,10,60.0,0,4,79900,11.288531131754366
433,2130,2.5,1,1,0,0,2,879,1,0,276,1,1,0,36,36,24.0,2,2,122500,11.715866308966918
434,2530,2.5,2,0,0,0,3,9877,0,0,36,1,0,0,11,10,100.0,2,3,181000,12.106252310247962
435,1260,2.0,0,1,0,0,1,1172,1,0,88,0,1,0,36,36,21.0,0,1,81000,11.302204433654575
436,2460,3.5,4,0,0,0,4,9621,0,0,219,1,0,0,13,13,43.0,2,3,212000,12.26434155365415
437,1766,1.0,0,1,0,0,3,3666,2,0,0,1,0,0,86,56,40.0,2,2,116000,11.661345470088502
438,1788,1.0,0,0,0,0,3,4991,1,0,105,0,0,0,83,5,50.0,1,2,119000,11.686878772093667
439,1134,1.0,2,0,0,0,2,3552,1,0,34,0,0,0,94,5,40.0,1,2,90350,11.411446296020374
440,1880,1.0,1,1,0,0,3,11624,1,0,46,1,0,0,89,9,67.0,2,3,110000,11.608235644774552
441,5496,3.0,5,0,1,0,7,12787,0,0,242,1,0,1,1,1,105.0,3,2,555000,13.226723392728571
442,2880,2.0,0,1,0,1,1,10668,3,0,0,0,1,0,53,53,92.0,0,4,118000,11.678439903447801
443,2651,2.0,1,0,0,0,2,5112,0,0,0,1,0,0,78,16,52.0,2,3,162900,12.000891794590137
444,2516,2.0,4,0,1,0,4,2504,0,0,160,1,1,0,1,0,53.0,3,2,172500,12.058152515453552
445,2823,3.5,4,0,0,0,4,7540,0,0,277,1,0,0,14,13,70.0,2,4,210000,12.254862809699606
446,3125,1.0,1,1,0,0,3,8166,0,0,0,1,0,0,53,53,73.0,2,3,127500,11.755871643580617
447,3405,2.5,3,0,0,0,3,14604,0,0,0,1,0,0,44,8,137.0,2,2,190000,12.154779351142624
448,2816,2.5,2,0,0,0,4,10169,0,0,89,1,0,0,8,7,0.0,2,4,199900,12.205572520488492
449,2156,2.0,1,1,0,0,3,7820,0,0,0,0,0,0,69,56,50.0,1,3,119500,11.691071650353702
450,1832,1.5,1,1,0,0,0,5145,1,0,176,0,0,0,59,5,50.0,1,2,120000,11.695247021764184
451,1626,1.0,2,1,0,0,3,4758,2,0,113,0,0,0,76,1,70.0,1,2,110000,11.608235644774552
452,3066,3.0,2,0,0,0,4,68974,0,0,254,1,0,0,31,31,62.0,2,2,280000,12.542544882151386
453,2628,3.5,2,0,0,0,3,8149,1,0,266,1,0,0,11,10,0.0,2,3,204000,12.225875272826354
454,2358,2.5,2,0,1,0,5,8184,1,0,30,1,0,0,1,1,75.0,2,3,210000,12.254862809699606
455,3456,4.0,0,0,0,0,2,7569,1,0,0,1,1,0,30,30,63.0,2,4,188000,12.144197241812087
456,2484,1.5,1,0,0,0,4,8358,0,0,0,1,0,0,34,34,80.0,2,3,175500,12.075394321888057
457,1968,1.0,0,1,0,0,2,3851,2,1,96,1,0,0,92,58,34.0,3,4,98000,11.49272275765271
458,3027,2.0,3,0,0,0,1,51203,0,0,361,1,0,0,54,14,0.0,2,2,256000,12.4529327234617
459,2254,1.0,2,1,0,0,5,4012,0,0,255,0,0,0,83,12,0.0,1,3,161000,11.9891596439666
460,1912,2.0,2,0,0,1,2,5788,0,0,248,0,0,0,59,59,0.0,1,3,110000,11.608235644774552
461,2767,3.5,2,0,1,0,5,7022,1,0,150,1,0,0,0,0,75.0,2,3,263435,12.481561937216318
462,1695,2.0,2,0,0,0,4,6369,1,0,256,1,0,0,73,2,60.0,2,3,155000,11.951180395901384
463,1728,1.0,0,0,0,0,2,7181,0,0,236,0,0,0,44,44,60.0,1,3,62383,11.041048081342682
464,2375,1.5,1,0,0,0,3,11139,1,0,0,0,0,0,74,13,74.0,1,3,188700,12.147913731356642
465,2080,2.0,0,0,0,0,2,7390,1,0,0,0,0,0,31,31,60.0,0,3,124000,11.728036844587175
466,2789,2.0,3,0,1,0,4,1494,0,0,164,1,1,0,2,2,0.0,2,2,178740,12.093687514935382
467,2554,2.0,1,0,0,0,4,9175,0,0,176,1,0,0,37,37,85.0,2,2,167000,12.025749091398891
468,2372,1.5,3,0,0,0,2,8424,0,0,168,0,0,0,65,12,79.0,1,3,146500,11.894780707439258
469,3260,2.0,3,0,1,0,5,9750,0,0,44,1,0,1,1,1,98.0,3,3,250000,12.429216196844383
470,2542,2.5,3,0,0,0,3,8245,1,0,214,1,0,0,15,15,76.0,2,3,187000,12.138863895836725
471,2990,2.5,2,0,0,0,5,5124,1,0,194,1,1,1,25,25,0.0,2,1,212000,12.26434155365415
472,2777,2.5,1,0,0,0,4,10515,0,0,276,1,0,0,30,30,92.0,2,3,190000,12.154779351142624
473,1619,2.0,2,1,1,0,3,2575,1,0,28,1,1,0,3,3,35.0,2,2,148000,11.904967552746252
474,3952,3.0,5,0,1,0,5,12688,0,0,313,1,0,1,1,0,110.0,3,2,440000,12.994530005894443
475,3146,3.0,3,0,0,0,5,3534,1,0,144,1,1,1,7,7,41.0,2,2,251000,12.43320821811392
476,1940,2.0,1,0,0,0,2,7294,1,0,216,1,0,0,44,44,80.0,2,2,132500,11.794337924408413
477,2971,3.0,4,0,0,0,3,11453,0,0,179,1,0,0,11,10,75.0,2,3,208900,12.249610947544657
478,4796,2.5,3,0,1,0,6,11126,0,0,498,1,0,1,1,1,105.0,3,3,380000,12.84792653170257
479,3423,3.0,5,0,1,0,5,8667,0,0,252,1,0,0,2,1,79.0,3,3,297000,12.601487417784837
480,2038,1.0,0,1,0,0,1,4722,1,0,72,1,0,0,70,7,50.0,2,2,89471,11.401669829409995
481,3683,3.0,5,0,1,0,6,13552,0,0,631,1,0,1,2,1,98.0,3,3,326000,12.694652660348845
